Name,key_mlbam
José Rijo,121206
Bill Rigney,121205
Johnny Rigney,121204
Topper Rigney,121203
Ron Rightnowar,121202
Dave Righetti,121201
Lew Riggs,121200
Adam Riggs,121199
Joe Riggert,121198
Brad Rigby,121197
Nikco Riesgo,121196
Elmer Rieger,121195
Hank Riebe,121194
Steve Ridzik,121193
Jack Ridgway,121192
Dorsey Riddlemoser,121191
Denny Riddleberger,121190
Johnny Riddle,121189
John Riddle,121188
Elmer Riddle,121187
Harry Riconda,121186
Art Rico,121185
Fred Rico,121184
John Ricks,121183
Chris Rickley,121182
Branch Rickey,121181
Dick Ricketts,121180
Dave Ricketts,121179
Marv Rickert,121178
Joe Rickert,121177
John Richter,121176
Reggie Richter,121175
Al Richter,121174
Ray Richmond,121173
John Richmond,121172
Lee Richmond,121171
Don Richmond,121170
Beryl Richmond,121169
Rob Richie,121168
Lew Richie,121167
Pete Richert,121166
Lance Richbourg,121165
Mike Richardt,121164
Bill Richardson,121163
Bobby Richardson,121161
Ken Richardson,121160
Jack Richardson,121159
Jeff Richardson,121158
Gordie Richardson,121156
Danny Richardson,121155
Nolen Richardson,121154
Hardy Richardson,121153
Rusty Richards,121151
Paul Richards,121150
Fred Richards,121149
Gene Richards,121148
Duane Richards,121147
Lee Richard,121146
J. R. Richard,121145
Woody Rich,121144
Bob Rice,121143
Pat Rice,121142
Len Rice,121141
Jim Rice,121140
Harry Rice,121139
Hal Rice,121138
Sam Rice,121137
Del Rice,121136
Chuck Ricci,121135
Frank Riccelli,121134
Dennis Ribant,121133
Hal Rhyne,121132
Kevin Rhomberg,121131
Bill Rotes,121130
Karl Rhodes,121129
Gordon Rhodes,121128
Charlie Rhodes,121126
Arthur Rhodes,121125
Rick Rhoden,121124
Bob Rhoads,121123
Billy Rhines,121122
Billy Rhiel,121121
Flint Rhem,121120
Cy Rheam,121119
Bobby Rhawn,121118
Armando Reynoso,121117
Tommie Reynolds,121115
Ross Reynolds,121114
Ronn Reynolds,121113
R. J. Reynolds,121112
Bob Reynolds,121111
Shane Reynolds,121110
Ken Reynolds,121109
Harold Reynolds,121108
Craig Reynolds,121107
Don Reynolds,121106
Danny Reynolds,121105
Charlie Reynolds,121104
Thomas Reynolds,121103
Carl Reynolds,121102
Archie Reynolds,121101
Allie Reynolds,121100
Alberto Reyes,121099
Nap Reyes,121098
Gil Reyes,121097
Dennys Reyes,121096
Carlos Reyes,121095
William Rexter,121094
Henry Reville,121093
Dave Revering,121092
Todd Revenig,121091
Jerry Reuss,121090
Rick Reuschel,121089
Paul Reuschel,121088
Ed Reulbach,121087
Ken Retzer,121086
Otto Rettig,121085
George Rettger,121084
Merv Rettenmund,121083
Dino Restelli,121082
Larry Ressler,121081
Xavier Rescigno,121080
Rip Repulski,121079
Roger Repoz,121078
Andy Replogle,121077
Bob Repass,121076
Rich Renteria,121075
Édgar Rentería,121074
Tony Rensa,121073
Bill Renna,121072
Steve Renko,121071
Jim Reninger,121070
Hal Reniff,121069
Rick Renick,121068
Marshall Renfroe,121067
Laddie Renfroe,121066
Erwin Renfer,121065
Jerry Remy,121064
Jack Remsen,121063
Alex Remneas,121062
Win Remmerswaal,121061
Mike Remlinger,121060
Butch Rementer,121059
Desi Relaford,121058
Bryan Rekar,121057
Ken Reitz,121056
Henry Reitz,121055
Al Reiss,121054
Doc Reisling,121053
Charlie Reising,121052
Bugs Reisigl,121051
Pete Reiser,121050
Tommy Reis,121049
Bobby Reis,121048
Laurie Reis,121047
Jack Reis,121046
Charlie Reipschlager,121045
Art Reinholz,121044
Art Reinhart,121043
Wally Reinecker,121042
Mike Reinbach,121041
Kevin Reimer,121040
Tom Reilly,121039
Jim Reilly,121038
John Reilly,121037
Hal Reilly,121036
Charlie Reilly,121035
Josh Reilly,121034
Barney Reilly,121033
Arch Reilly,121032
Duke Reilley,121030
Bill Reidy,121029
Billy Reid,121028
Scott Reid,121027
Jessie Reid,121026
Earl Reid,121025
Dick Reichle,121024
Rick Reichardt,121023
Herman Reich,121022
Frank Reiber,121021
Wally Rehg,121020
Tony Rego,121019
Bill Regan,121018
Phil Regan,121017
Mike Regan,121016
Joe Regan,121015
Rudy Regalado,121014
Bobby Reeves,121013
Rich Reese,121012
Jimmie Reese,121011
Pee Wee Reese,121010
Pokey Reese,121009
Andy Reese,121008
Stan Rees,121007
Bill Reeder,121006
Nick Reeder,121005
Icicle Reeder,121004
Billy Reed,121003
Steve Reed,121002
Ron Reed,121001
Bob Reed,121000
Rick Reed,120999
Ted Reed,120998
Milt Reed,120997
Jack Reed,120996
Jody Reed,120995
Jerry Reed,120994
Jeff Reed,120993
Hugh Reid,120992
Howie Reed,120991
Darren Reed,120990
Bob Reece,120989
Gary Redus,120988
Jack Redmond,120987
Wayne Redmond,120986
Harry Redmond,120985
Billy Redmond,120984
Glenn Redmon,120983
Joe Redfield,120982
Pete Redfern,120981
Buck Redfern,120980
Johnny Reder,120979
Phil Redding,120978
Phil Reccius,120977
John Reccius,120976
Jeff Reboulet,120975
Frank Reberger,120974
Art Rebel,120973
Phil Reardon,120972
Jeff Reardon,120971
Jeremiah Reardon,120970
Leroy Reams,120969
Arthur Ragan,120968
Randy Ready,120967
Bob Reach,120966
Al Reach,120965
Barry Raziano,120964
Lou Raymond,120963
Claude Raymond,120962
Harry Raymond,120961
Bugs Raymond,120960
Fred Raymer,120959
Floyd Rayford,120958
Curt Raydon,120957
Farmer Ray,120956
Larry Ray,120955
Jim Ray,120953
Irv Ray,120952
Carl Ray,120951
Johnny Rawlings,120950
Shane Rawley,120949
Lance Rautzhan,120948
Bob Raudman,120947
Bob Rauch,120946
Tommy Raub,120945
Doug Rau,120944
Steve Ratzer,120943
Paul Ratliff,120942
Gene Ratliff,120941
Morrie Rath,120940
Hans Rasmussen,120938
Eric Rasmussen,120937
Dennis Rasmussen,120936
Vic Raschi,120935
Bill Rariden,120934
Pat Rapp,120933
Goldie Rapp,120932
Earl Rapp,120931
Jeff Ransom,120930
Ribs Raney,120929
Merritt Ranew,120928
Willie Randolph,120927
Lenny Randle,120926
Bob Randall,120925
Newt Randall,120924
Sap Randall,120923
Joe Randa,120922
Dick Rand,120921
Bill Ramsey,120920
Toad Ramsey,120919
Mike Ramsey,120918
Fernando Ramsey,120916
Willie Ramsdell,120915
Bobby Ramos,120914
Pedro Ramos,120913
Ken Ramos,120912
John Ramos,120911
Chucho Ramos,120910
Edgar Ramos,120909
Domingo Ramos,120908
Rafael Ramírez,120907
Orlando Ramírez,120906
Milt Ramírez,120905
Mario Ramirez,120904
Manny Ramirez,120903
Allan Ramirez,120902
Pete Rambo,120901
Pep Rambert,120900
Bob Ramazzotti,120899
Doc Ralston,120898
John Raleigh,120897
Ed Rakow,120896
Gary Rajsich,120895
Dave Rajsich,120894
John Rainey,120893
Chuck Rainey,120892
Larry Raines,120890
Eric Raich,120889
Tom Ragland,120888
Frank Ragland,120887
Brady Raggio,120886
Pat Ragan,120885
Tom Raftery,120884
Jack Rafter,120883
Al Raffo,120882
Ken Raffensberger,120881
Hal Raether,120880
Jack Radtke,120879
Brad Radke,120878
Scott Radinsky,120877
Paul Radford,120876
Drew Rader,120875
Doug Rader,120874
Don Rader,120873
Dave Rader,120872
Roy Radebaugh,120871
Rip Radcliff,120870
John Radcliff,120869
George Radbourn,120868
Old Hoss Radbourn,120867
Dick Radatz,120866
Mike Raczka,120865
Marv Rackley,120864
Steve Rachunok,120863
Charlie Rabe,120862
Joe Rabbitt,120861
John Rabb,120860
Brian Raabe,120859
Dan Quisenberry,120858
Jamie Quirk,120857
Art Quirk,120856
Rafael Quirico,120855
Marshall Quinton,120854
Luis Quintana,120853
Carlos Quintana,120852
Rey Quiñones,120851
Luis Quiñones,120850
Wimpy Quinn,120849
Tom Quinn,120848
Joe Quinn,120845
Paddy Quinn,120844
Jack Quinn,120843
John Quinn,120842
Frank Quinn,120841
Tad Quinn,120839
Tom Quinlan,120838
Finners Quinlan,120837
Frank Quinlan,120836
Lee Quillin,120834
Frank Quilici,120833
Hal Quick,120832
Eddie Quick,120831
Joe Quest,120830
George Quellich,120829
Billy Queen,120828
Mel Queen,120827
Bill Quarles,120825
Paul Quantrill,120824
Tom Qualters,120823
Jim Qualls,120822
Tim Pyznarski,120821
Frankie Pytlak,120820
Ewald Pyle,120819
Harry Pyle,120818
Harlan Pyle,120817
John Pyecha,120816
Eddie Pye,120815
Jim Pyburn,120814
Ambrose Puttmann,120813
Pat Putnam,120812
Ed Putman,120811
Billy Purtell,120810
Oscar Purner,120809
Jesse Purnell,120808
Bob Purkey,120807
Pid Purdy,120806
John Purdin,120805
Blondie Purcell,120804
Spencer Pumpelly,120803
Bill Pulsipher,120802
Harvey Pulliam,120801
Carlos Pulido,120800
Alfonso Pulido,120799
Charlie Puleo,120798
Luis Pujols,120797
Rich Puig,120796
Terry Puhl,120795
John Puhl,120794
Tim Pugh,120793
Miguel Puente,120792
Troy Puckett,120791
Kirby Puckett,120790
George Puccinelli,120789
Greg Pryor,120788
Ron Pruitt,120787
Tex Pruiett,120786
Jim Pruett,120785
Hub Pruett,120784
Earl Pruess,120783
Augie Prudhomme,120782
Bill Prough,120781
Doc Prothro,120780
Jake Propst,120779
Mike Proly,120778
George Proeser,120777
Red Proctor,120776
Jim Proctor,120775
Chris Pritchett,120774
Buddy Pritchard,120773
Walter Prince,120772
Tom Prince,120771
Don Prince,120770
Ray Prim,120769
Ariel Prieto,120768
Johnny Priest,120767
Curtis Pride,120766
Bob Priddy,120765
Jerry Priddy,120764
Bob Prichard,120763
Bill Price,120762
Joe Price,120761
Jackie Price,120759
Walt Preston,120757
Tot Pressnell,120756
Jim Presley,120755
Joe Presko,120754
Bobby Prescott,120753
George Prentiss,120752
Mike Prendergast,120751
Jim Prendergast,120750
Mel Preibisch,120749
John Pregenzer,120748
Todd Pratt,120747
Tom Pratt,120746
Larry Pratt,120745
Frank Pratt,120744
Del Pratt,120743
Al Pratt,120742
Johnny Pramesa,120741
Willie Prall,120740
Arquimedez Pozo,120739
Carl Powis,120738
Phil Powers,120737
Doc Powers,120736
Les Powers,120735
Ike Powers,120734
John Powers,120733
Jim Powers,120732
Mike Powers,120731
Vic Power,120730
Tom Power,120729
Ted Power,120728
Ross Powell,120726
Bob Powell,120725
Jack Powell,120724
Ray Powell,120723
Paul Powell,120722
Martin Powell,120721
Dante Powell,120720
Jay Powell,120717
Jim Powell,120716
Hosken Powell,120715
Grover Powell,120714
Dennis Powell,120713
Abner Powell,120712
Jake Powell,120711
Alonzo Powell,120710
Bill Pounds,120709
Ken Poulsen,120708
Vivian Potts,120707
Mike Potts,120706
John Potts,120705
Squire Potter,120704
Nels Potter,120703
Mike Potter,120702
Dykes Potter,120701
Nellie Pott,120700
Wally Post,120699
Sam Post,120698
Lew Post,120697
Lou Possehl,120696
Bob Poser,120695
Bill Posedel,120694
Scott Pose,120693
Leo Posada,120692
Jorge Posada,120691
Mark Portugal,120690
Arnie Portocarrero,120689
Al Porto,120688
Bob Porterfield,120687
Bob Porter,120686
Dick Porter,120685
Odie Porter,120684
Ned Porter,120683
Matthew Porter,120682
Jay Porter,120681
Irv Porter,120680
Henry Porter,120679
Darrell Porter,120678
Dan Porter,120677
Chuck Porter,120676
Ed Porray,120675
Tom Poquette,120674
Bill Popp,120672
Paul Popovich,120671
Dave Pope,120670
Tom Poorman,120669
Ray Poole,120668
Jim Poole,120667
Ed Poole,120665
Harlin Pool,120664
Elmer Ponder,120663
Ralph Pond,120662
Arlie Pond,120661
Carlos Ponce,120660
John Pomorski,120659
Luis Polonia,120658
John Poloni,120657
Nick Polly,120656
Lou Polli,120655
Dale Polley,120654
Howie Pollet,120653
Ken Polivka,120652
Gus Polidor,120651
Mark Polhemus,120650
Dick Pole,120649
Kevin Polcovich,120648
Lou Polchow,120647
Hugh Poland,120646
Aaron Pointer,120645
Jennings Poindexter,120644
Tom Poholsky,120643
Boots Poffenberger,120642
John Poff,120641
Jimmy Pofahl,120640
Joe Poetz,120639
Mike Poepping,120638
Johnny Podres,120637
Johnny Podgajny,120636
Bud Podbielan,120635
Biff Pocoroba,120634
Ray Poat,120633
Jeff Plympton,120632
Eric Plunk,120631
Bill Plummer,120630
Tim Plodinec,120629
Walter Plock,120628
Norman Plitt,120627
Herb Plews,120626
Rance Pless,120625
Dan Plesac,120624
Bill Pleis,120623
Al Platte,120622
Whitey Platt,120621
Elmo Plaskett,120620
Don Plarski,120619
Phil Plantier,120618
Erik Plantenberg,120617
Eddie Plank,120616
Ed Plank,120615
Emil Planeta,120614
Gordie Pladson,120613
Juan Pizarro,120612
Herman Pitz,120611
Stan Pitula,120610
Jim Pittsley,120609
Gaylen Pitts,120608
Joe Pittman,120607
Clarke Pittenger,120606
Togie Pittinger,120605
Chris Pittaro,120604
Skip Pitlock,120603
Jake Pitler,120602
Alex Pitko,120601
Jim Pisoni,120600
Marc Pisciotta,120599
Gerry Pirtle,120598
Greg Pirkl,120597
James Pirie,120596
Cotton Pippen,120595
Wally Pipp,120594
George Pipgras,120593
Ed Pipgras,120592
Lerton Pinto,120591
Vada Pinson,120590
Ed Pinnance,120589
George Pinkney,120588
Ed Pinkham,120587
Lou Piniella,120586
Babe Pinelli,120585
Horacio Piña,120584
Andy Pilney,120583
Squiz Pillion,120582
Herman Pillette,120581
Duane Pillette,120580
Al Pilarcik,120579
George Piktuzis,120578
Lip Pike,120577
Jess Pike,120576
Israel Pike,120575
Joe Pignatano,120574
Sandy Piez,120573
Tony Piet,120572
William Pierson,120571
Dick Pierson,120570
Dave Pierson,120569
Jim Piersall,120568
Bill Pierro,120567
Al Pierotti,120566
Marino Pieretti,120565
Bill Piercy,120564
Andy Piercy,120563
Billy Pierce,120562
Tony Pierce,120561
Ray Pierce,120560
George Pierce,120559
Jack Pierce,120558
Jeff Pierce,120557
Gracie Pierce,120556
Ed Pierce,120555
Cy Pieh,120554
Al Piechota,120553
Mario Picone,120552
Jeff Pico,120551
Ty Pickup,120550
Clarence Pickrel,120549
John Pickett,120548
Dave Pickett,120547
Charlie Pickett,120546
Urbane Pickering,120545
Ollie Pickering,120544
Eddie Pick,120543
Charlie Pick,120542
Val Picinich,120541
Ron Piché,120540
Hipólito Pichardo,120539
Nick Picciuto,120538
Rob Picciolo,120537
Mike Piazza,120536
Wiley Piatt,120535
Doug Piatt,120534
Bill Phyle,120533
Steve Phoenix,120532
Tom Phoebus,120531
Taylor Phillips,120530
Bill Phillips,120529
Tom Phillips,120527
Dick Phillips,120526
Ed Phillips,120525
Mike Phillips,120524
Marr Phillips,120523
Tony Phillips,120522
Jack Phillips,120521
Bubba Phillips,120520
Eddie Phillips,120518
Dee Phillips,120516
Red Phillips,120515
J. R. Phillips,120514
Buz Phillips,120513
Adolfo Phillips,120512
Deacon Phillippe,120511
Dave Philley,120510
Ray Phelps,120509
Ken Phelps,120508
Babe Phelps,120507
Ed Phelps,120506
Nealy Phelps,120505
Dick Phelan,120504
Dan Phelan,120503
Art Phelan,120502
Bill Phebus,120501
Monty Pfyl,120500
Lee Pfund,120499
George Pfister,120498
Dan Pfister,120497
Jack Pfiester,120496
Bobby Pfeil,120495
Fred Pfeffer,120494
Big Jeff Pfeffer,120493
Jeff Pfeffer,120492
Bill Pfann,120491
John Pezzullo,120490
Larry Pezold,120489
Marty Pevey,120488
Jesse Petty,120487
Charlie Petty,120486
Andy Pettitte,120485
Bob Pettit,120484
Leon Pettit,120483
Paul Pettit,120482
Gary Pettis,120481
Joe Pettini,120480
Ned Pettigrew,120479
Jay Pettibone,120478
Pat Pettee,120477
Dan Petry,120476
Rico Petrocelli,120475
Geno Petralli,120474
Ted Petoskey,120473
Mark Petkovsek,120472
Sid Peterson,120471
Bob Peterson,120470
Kent Peterson,120469
Jim Peterson,120468
Hardy Peterson,120467
Fritz Peterson,120466
Cap Peterson,120465
Buddy Peterson,120464
Steve Peters,120462
Rusty Peters,120461
Rick Peters,120460
Ray Peters,120459
Rube Peters,120458
John Peters,120457
Gary Peters,120455
Chris Peters,120454
Bill Peterman,120453
Jeff Peterek,120452
Roberto Petagine,120451
Johnny Pesky,120450
Stan Perzanowski,120449
Bill Pertica,120448
Robert Person,120447
Parson Perryman,120446
Pat Perry,120445
Hank Perry,120444
Bob Perry,120443
Jim Perry,120442
Scott Perry,120441
Herbert Perry,120440
Gerald Perry,120439
Gaylord Perry,120438
Clay Perry,120437
Boyd Perry,120436
Pol Perritt,120435
George Perring,120434
John Perrine,120433
Bill Perrin,120432
Jack Perrin,120431
Ron Perranoski,120430
Hub Pernoll,120429
Len Perme,120428
Sam Perlozzo,120427
Jon Perlman,120426
Harry Perkowski,120425
John Perkovich,120424
Cy Perkins,120423
Charlie Perkins,120422
Broderick Perkins,120420
Matt Perisho,120419
Tony Perezchica,120418
Yorkis Pérez,120417
Tomás Pérez,120416
Robert Pérez,120415
Pascual Pérez,120414
Neifi Pérez,120413
Mike Pérez,120412
Melido Perez,120411
Marty Perez,120410
George Perez,120409
Eduardo Pérez,120408
Eddie Pérez,120407
Danny Perez,120406
Tony Pérez,120404
Hub Perdue,120403
Jack Perconte,120402
Troy Percival,120401
Oswaldo Peraza,120400
Luis Peraza,120399
Harrison Pepper,120398
Bob Pepper,120397
Ray Pepper,120396
Laurin Pepper,120395
Don Pepper,120394
Pepper Peploski,120393
Henry Peploski,120392
Joe Pepitone,120391
Jimmy Peoples,120390
Gene Pentz,120389
Paul Penson,120388
Will Pennyfeather,120387
Herb Pennock,120386
Kewpie Pennington,120385
Brad Pennington,120384
Ken Penner,120383
Shannon Penn,120382
Terry Pendleton,120381
Jim Pendleton,120380
Russell Pence,120379
Elmer Pence,120378
Roberto Peña,120377
Ramón Peña,120376
Orlando Peña,120375
José Peña,120374
Jim Pena,120373
Hipólito Peña,120372
Geronimo Pena,120371
Alejandro Peña,120369
Bert Peña,120368
Rudy Pemberton,120367
Brock Pemberton,120366
John Peltz,120365
Barney Pelty,120364
Dan Peltier,120363
Louis Pelouze,120362
Eddie Pellagrini,120361
Joe Peitz,120360
Heinie Peitz,120359
Steve Pegues,120358
Julio Peguero,120357
Monte Pfeffer,120356
Charlie Peete,120355
Red Peery,120354
Jack Peerson,120353
Homer Peel,120352
Steve Peek,120351
Chick Pedroes,120350
Al Pedrique,120349
Jorge Pedre,120348
Stu Pederson,120347
Les Peden,120346
Bill Pecota,120345
Roger Peckinpaugh,120344
Hal Peck,120343
Charlie Pechous,120342
George Pechiney,120341
Marv Peasley,120340
Monte Pearson,120339
Ike Pearson,120338
Alex Pearson,120337
Albie Pearson,120336
Frank Pears,120335
Bunny Pearce,120334
Dickey Pearce,120333
Jim Pearce,120332
Harry Pearce,120331
Frank Pearce,120329
Elias Peak,120327
Johnny Peacock,120326
Mike Pazik,120325
George Paynter,120324
Mike Payne,120323
Harley Payne,120322
George Payne,120321
Fred Payne,120320
Mike Paxton,120319
John Pawlowski,120318
Stan Pawloski,120317
Ted Pawelek,120316
Roger Pavlik,120315
Don Pavletich,120314
Dave Pavlas,120313
Si Pauxtis,120312
Gil Paulsen,120311
Gene Paulette,120310
Carlos Paula,120309
Mike Paul,120308
Lou Paul,120307
Tom Patton,120306
Harry Patton,120305
Bill Patton,120304
Gene Patton,120303
Jimmy Pattison,120302
George Patterson,120301
Marty Pattin,120300
Roy Patterson,120298
Bob Patterson,120297
Reggie Patterson,120296
Mike Patterson,120295
Clare Patterson,120294
Ken Patterson,120293
Jeff Patterson,120291
Hank Patterson,120290
Ham Patterson,120289
Gil Patterson,120288
Dave Patterson,120287
Daryl Patterson,120286
Danny Patterson,120285
Tom Patterson,120284
Casey Patten,120283
Harry Pattee,120282
Bob Patrick,120281
Freddie Patek,120280
Bob Pate,120279
Joe Pate,120278
Cliff Pastornicky,120277
Jim Pastorius,120276
Frank Pastore,120275
Claude Passeau,120274
Mike Pasquella,120273
Dan Pasqua,120272
Kevin Pasley,120271
Dode Paskert,120270
Larry Pashnick,120269
Johnny Pasek,120268
Carlos Pascual,120267
Camilo Pascual,120266
Bill Paschall,120265
Ben Paschal,120264
Jay Partridge,120263
Stan Partenheimer,120262
Steve Partenheimer,120261
Roy Partee,120260
Bill Parsons,120259
Tom Parsons,120258
Dixie Parsons,120256
Charlie Parsons,120255
Casey Parsons,120254
William Parson,120253
Jiggs Parrott,120252
Tom Parrott,120251
Mike Parrott,120250
Larry Parrish,120249
Lance Parrish,120248
Steve Parris,120247
Sam Parrilla,120246
Jeff Parrett,120245
José Parra,120244
Rube Parnham,120243
Mel Parnell,120242
Roy Parmelee,120241
Bill Parks,120240
Slicker Parks,120239
Derek Parks,120238
Art Parks,120237
Frank Parkinson,120236
Billy Parker,120235
Roy Parker,120234
Rick Parker,120233
Wes Parker,120232
Jay Parker,120231
Clay Parker,120230
Harry Parker,120229
Harley Parker,120228
Salty Parker,120227
Dixie Parker,120226
Dave Parker,120225
Pat Parker,120224
Ace Parker,120223
Jim Park,120222
Chan Ho Park,120221
Tony Parisse,120220
Kelly Paris,120219
Mark Parent,120218
Freddy Parent,120217
Johnny Paredes,120216
Al Pardo,120215
Craig Paquette,120214
Milt Pappas,120213
Erik Pappas,120212
John Pappalau,120211
Frank Papish,120210
Stan Papi,120209
Larry Pape,120208
Ken Pape,120207
Al Papai,120206
John Papa,120205
Jim Panther,120204
Jim Pankovits,120203
José Paniagua,120202
Stan Palys,120201
Ed Palmquist,120200
Joe Palmisano,120199
Emilio Palmero,120198
Lowell Palmer,120197
Jim Palmer,120196
Eddie Palmer,120195
Dean Palmer,120194
David Palmer,120193
Billy Palmer,120192
Rafael Palmeiro,120191
Orlando Palmeiro,120190
Mike Palm,120189
Donn Pall,120188
Erv Palica,120187
Mike Palagyi,120186
Vicente Palacios,120185
Rey Palacios,120184
Lance Painter,120183
Phil Paine,120182
Satchel Paige,120181
Pat Paige,120180
Tom Pagnozzi,120179
Mike Pagliarulo,120178
Jim Pagliaroni,120177
Karl Pagel,120176
Vance Page,120175
Sam Page,120174
Phil Page,120173
Mitchell Page,120172
Mike Page,120171
Joe Page,120170
José Pagán,120169
Dave Pagan,120168
Andy Pafko,120167
Dennis Paepke,120166
Ernie Padgett,120165
Don Padgett,120164
Del Paddock,120163
Tom Padden,120162
Dick Padden,120161
Joe Pactwa,120160
Gene Packard,120159
Frankie Pack,120158
Tom Paciorek,120157
John Paciorek,120156
Jim Paciorek,120155
Pat Pacillo,120154
Alex Pacheco,120153
John Pacella,120152
Ed Pabst,120151
Charlie Pabor,120150
Horace Ozmer,120149
Ray Oyler,120148
Andy Oyler,120147
Henry Oxley,120146
Rick Ownbey,120145
Red Owens,120144
Jim Owens,120143
Jack Owens,120142
Yip Owens,120141
Eric Owens,120140
Jayhawk Owens,120139
Spike Owen,120138
Marv Owen,120137
Larry Owen,120136
Frank Owen,120135
Dave Owen,120134
Mickey Owen,120133
Bob Owchinko,120132
Ernie Ovitz,120131
Mike Overy,120130
Stubby Overmire,120129
Orval Overall,120128
Jimmy Outlaw,120127
Bill Outen,120126
Johnny Oulliber,120125
Phil Ouellette,120124
Dave Otto,120123
Billy Otterson,120122
John Otten,120121
Jim Otten,120120
Billy Ott,120119
Ed Ott,120118
Mel Ott,120117
Marty O'Toole,120116
Jim O'Toole,120115
Denny O'Toole,120114
Bill Otis,120113
Harry Otis,120112
Amos Otis,120111
Bill Otey,120110
Ricky Otero,120109
Reggie Otero,120108
Antonio Osuna,120107
Al Osuna,120106
Joe Ostrowski,120105
Johnny Ostrowski,120104
Brian Ostrosser,120103
Fritz Ostermueller,120102
Charlie Osterhout,120101
Red Ostergard,120100
Bill Oster,120099
Fred Ostendorf,120098
Darrell Osteen,120097
Champ Osteen,120096
Claude Osteen,120095
Harry Ostdiek,120094
Dan Osinski,120093
Keith Osik,120092
Charlie Osgood,120091
Pat Osburn,120090
Wayne Osborne,120089
Bobo Osborne,120088
Fred Osborne,120087
Tiny Osborne,120086
Donovan Osborne,120085
Fred Osborn,120084
Bob Osborn,120083
Ozzie Osborn,120082
Ossie Orwoll,120081
John Orton,120080
Oliverio Ortiz,120078
Javier Ortiz,120075
David Ortiz,120074
Junior Ortiz,120073
Al Orth,120072
Frank Ortenzio,120071
Phil Ortega,120070
Jorge Orta,120069
Joe Orsulak,120068
John Orsino,120067
Ernie Orsatti,120066
Joe Orrell,120065
Billy Orr,120064
Dave Orr,120063
Tim O'Rourke,120062
Tom O'Rourke,120061
Mike O'Rourke,120060
Patsy O'Rourke,120059
Joe O'Rourke,120058
John O'Rourke,120057
Jimmy O'Rourke,120056
Jim O'Rourke,120055
Frank O'Rourke,120053
Jesse Orosco,120051
Jess Orndorff,120050
George Orme,120049
Don O'Riley,120048
Kevin Orie,120047
Joe Orengo,120046
Rey Ordóñez,120045
Magglio Ordóñez,120044
Tony Ordeñana,120043
Luis Ordaz,120042
Ernie Oravetz,120041
Tom Oran,120040
Mike Oquist,120039
José Oquendo,120038
Steve Ontiveros,120037
Jack Onslow,120035
Eddie Onslow,120034
Manuel Onis,120033
John O'Neill,120032
Steve O'Neill,120031
Emmett O'Neill,120030
Peaches O'Neill,120029
Paul O'Neill,120028
Mike O'Neill,120027
Harry O'Neill,120026
Jack O'Neill,120025
John O'Neil,120024
Jim O'Neill,120023
Tip O'Neill,120022
Hugh O'Neill,120021
Fred O'Neill,120019
Mickey O'Neil,120017
Ed O'Neil,120016
Dennis O'Neill,120015
Randy O'Neal,120014
Oran O'Neal,120013
Fancy O'Neil,120012
Eddie O'Meara,120011
Ollie O'Mara,120010
Tom O'Malley,120009
Ed Olwine,120008
Ted Olson,120007
Marv Olson,120006
Karl Olson,120005
Ivy Olson,120004
Greg Olson,120003
Gregg Olson,120002
Vern Olsen,120001
Barney Olsen,120000
Ole Olsen,119999
Hank Olmsted,119998
Al Olmsted,119997
Fred Olmstead,119996
Luis Olmo,119995
Jim Ollom,119994
Chi-Chi Olivo,119993
Diomedes Olivo,119992
Francisco Oliveras,119991
Tom Oliver,119990
Bob Oliver,119989
Nate Oliver,119988
Joe Oliver,119987
Gene Oliver,119986
Dave Oliver,119985
Darren Oliver,119984
Al Oliver,119983
Omar Olivares,119982
Ed Olivares,119981
Tony Oliva,119980
José Oliva,119979
Steve Olin,119978
Frank Olin,119977
John Olerud,119976
Troy O'Leary,119975
Dan O'Leary,119974
Charley O'Leary,119973
Rube Oldring,119972
Bob Oldis,119971
John Oldham,119970
Red Oldham,119969
Dave Oldfield,119968
Jim Olander,119967
Len Okrie,119966
Frank Okrie,119965
Bob Ojeda,119964
Kirt Ojala,119963
Joe Ohl,119962
Bill O'Hara,119961
Tom O'Hara,119960
Kid O'Hara,119959
Greg O'Halloran,119958
Hal O'Hagan,119957
Joe Ogrodowski,119956
Bruce Ogrodowski,119955
Ben Oglivie,119954
Jim Oglesby,119953
Chad Ogea,119952
Curly Ogden,119951
Jack Ogden,119950
Rowland Office,119949
José Offerman,119948
Bob O'Farrell,119947
Ron Oester,119946
Joe Oeschger,119945
Chuck Oertel,119944
Bryan Oelkers,119943
Fred Odwell,119942
Lefty O'Doul,119941
John O'Donoghue,119940
John O'Donnell,119938
Harry O'Donnell,119937
George O'Donnell,119936
Blue Moon Odom,119935
Heinie Odom,119934
Dave Odom,119933
Ted Odenwald,119932
Billy O'Dell,119931
Paul O'Dea,119930
Ken O'Dea,119929
Hank O'Day,119928
Paddy O'Connor,119927
Jack O'Connor,119926
Johnny O'Connor,119925
Frank O'Connor,119923
Dan O'Connor,119922
Andy O'Connor,119921
Pat O'Connell,119920
John O'Connell,119919
Jimmy O'Connell,119917
Danny O'Connell,119916
Walter Ockey,119915
Whitey Ock,119914
Alex Ochoa,119913
Billy O'Brien,119912
Buck O'Brien,119910
Tom O'Brien,119909
Tommy O'Brien,119907
Syd O'Brien,119906
Bob O'Brien,119905
